Reference Module 3  (RM3) Acess: https://energy.sandia.gov/energy/renewable-energy/water-power/technology-development/reference-model-project-rmp/,,,,,,,,,,,,,,,,,,,,
rated capacity w,286,,,,,,,,,,,,,,,,,,,
mechanical to electrical energy conversion efficiency,1,,,,,,,,,,,,,,,,,,,
losses due to device availability,0.95,,,,,,,,,,,,,,,,,,,
losses due to transmission efficiency,0.98,,,,,,,,,,,,,,,,,,,
minimum depth [m],40,,,,,,,,,,,,,,,,,,,
maximum depth [m],100,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Mechanical Power Matrix (Row: Hs, Column: Tp),,,,,,,,,,,,,,,,,,,
6.25,0,0,0,0,219.1915465,286,286,286,286,286,286,286,286,286,244.2062541,201.2426935,166.3684766,138.1974976,115.4734634,97.07224452
6.75,0,0,0,0,255.0280301,286,286,286,286,286,286,286,286,286,281.8564312,232.4170905,192.2037384,159.7429411,133.5481101,112.3274114
7.25,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,265.6127306,219.782737,182.7649864,152.8773343,128.6546914
7.75,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,248.9970283,207.1643455,173.3742388,145.9782487
8.25,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,279.9383552,233.0306692,195.1213932,164.3727154
8.75,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,286,260.2493632,218.0183522,183.751222
9.25,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,286,286,242.1012111,204.1458854
9.75,0,0,0,0,286,286,286,286,286,286,286,286,286,286,286,286,286,286,267.4483323,225.6285785
10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
